Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level
YouTube,#Tech,Shorts,Brazil,4256215,226028,42182,44655,Low
Twitter,#Education,Post,Canada,2875825,267989,33779,31998,High
YouTube,#Tech,Tweet,Germany,1064061,290505,80733,47868,Low
TikTok,#Fitness,Reel,Canada,3806689,20540,47457,9403,High
Twitter,#Gaming,Post,Japan,4581334,82540,38617,2955,High
TikTok,#Challenge,Shorts,India,1122575,36002,75771,49277,Medium
TikTok,#Gaming,Video,UK,3589440,232704,14507,29927,High
Twitter,#Viral,Post,Canada,3436501,353078,6086,47414,Medium
YouTube,#Education,Live Stream,Australia,4946463,445158,72002,36183,Low
Twitter,#Challenge,Reel,USA,1687923,409229,27714,13106,Medium
TikTok,#Dance,Live Stream,Brazil,924656,154970,2083,31448,High
YouTube,#Gaming,Shorts,USA,3630952,413617,89862,4384,Medium
Instagram,#Comedy,Live Stream,Australia,23823,40878,92816,32364,Medium
Twitter,#Tech,Video,Germany,3270361,115776,61334,8923,Low
TikTok,#Fitness,Video,UK,534126,87051,54840,1455,Medium
TikTok,#Comedy,Video,Germany,4126231,268495,57440,8547,Medium
YouTube,#Tech,Tweet,India,4883178,104079,97157,25266,Medium
Instagram,#Music,Post,UK,1749951,204875,35997,12109,Low
TikTok,#Comedy,Video,Japan,215435,384718,41860,11247,Medium
TikTok,#Dance,Live Stream,Japan,1166376,489633,74135,5827,Low
Instagram,#Gaming,Post,UK,4096709,436110,99307,43672,Medium
TikTok,#Gaming,Reel,Brazil,4482940,45442,17114,47200,High
Instagram,#Fashion,Tweet,UK,183630,124969,28636,6719,Low
Instagram,#Fitness,Shorts,Canada,1270114,443977,12624,5006,Medium
YouTube,#Viral,Post,Australia,3869946,95722,26834,29707,Low
YouTube,#Gaming,Live Stream,India,4596667,27747,18462,49929,Medium
Instagram,#Dance,Tweet,USA,1253544,142240,4875,24089,Medium
Instagram,#Music,Video,Japan,1581916,469936,5231,20186,Low
YouTube,#Challenge,Tweet,USA,2572752,354527,52194,10554,Low
Instagram,#Fitness,Live Stream,USA,1760362,304604,96372,32740,High
Instagram,#Education,Video,Australia,2065185,429022,80506,34002,Medium
Twitter,#Dance,Shorts,Brazil,2321786,187199,28150,34043,High
Instagram,#Viral,Post,India,1834220,276597,79599,22457,Low
YouTube,#Fitness,Video,India,3627837,118275,97590,15628,Medium
Twitter,#Dance,Post,Brazil,1869418,422698,91378,14943,High
YouTube,#Dance,Post,USA,3319990,492053,70509,850,Medium
Instagram,#Music,Tweet,Germany,1401937,135014,42756,42886,High
Twitter,#Tech,Shorts,Brazil,3069341,152047,18783,29122,High
YouTube,#Education,Reel,UK,4571329,49155,98931,27535,Low
Twitter,#Viral,Live Stream,UK,3533891,362421,44888,6152,Low
TikTok,#Education,Reel,Brazil,2967157,412876,73893,17235,Low
Twitter,#Fashion,Post,Germany,2307580,242509,24840,36605,Medium
Instagram,#Viral,Live Stream,UK,538315,258979,34138,31038,Medium
YouTube,#Tech,Reel,Japan,2864531,281538,66575,25027,High
YouTube,#Gaming,Tweet,Brazil,4812846,282674,48887,13168,Medium
Twitter,#Comedy,Post,UK,4988430,387248,73957,36470,Medium
TikTok,#Tech,Post,UK,320458,417326,92430,12583,Low
TikTok,#Music,Live Stream,India,494177,74495,51341,20363,Medium
TikTok,#Gaming,Reel,Australia,2263835,253167,92950,2373,High
Instagram,#Music,Live Stream,Japan,2243545,436598,7615,11674,Medium
Instagram,#Education,Reel,Canada,1786017,418903,61845,42763,Medium
TikTok,#Challenge,Video,Australia,2793453,52138,49038,10863,Medium
Twitter,#Viral,Tweet,USA,4561911,61464,87896,29370,Low
YouTube,#Gaming,Post,Brazil,4608473,304395,4335,6543,High
TikTok,#Fitness,Tweet,Canada,2090020,106952,66241,31466,Low
TikTok,#Challenge,Post,Japan,2954922,83459,90758,11510,Medium
TikTok,#Comedy,Reel,Germany,2972779,83040,51880,28713,High
YouTube,#Challenge,Tweet,USA,1149619,297330,86236,24425,Low
TikTok,#Fitness,Live Stream,India,3654157,446765,960,10338,Low
Twitter,#Dance,Video,USA,237146,366143,43936,27510,Medium
Twitter,#Challenge,Video,Brazil,4822497,93252,89723,22110,Low
Instagram,#Comedy,Post,Japan,4059730,479772,15896,35015,Medium
YouTube,#Education,Post,Japan,1704415,111106,36968,11611,High
TikTok,#Gaming,Shorts,UK,1245862,162049,83886,27223,Low
Twitter,#Gaming,Video,Australia,536923,464158,44277,47080,Low
YouTube,#Tech,Post,Brazil,540051,496755,33448,20685,Medium
YouTube,#Tech,Post,Germany,2550618,270046,39624,31764,High
Instagram,#Challenge,Video,Germany,3262707,322516,95255,21585,High
Instagram,#Music,Post,Canada,3707557,238257,87810,32469,Medium
YouTube,#Fitness,Post,Canada,3789717,314746,69878,17368,Medium
YouTube,#Fitness,Video,USA,1980686,27994,52403,25446,Medium
TikTok,#Fashion,Live Stream,UK,2133430,479806,15065,12873,High
TikTok,#Gaming,Video,Japan,3067711,211685,55025,91,High
TikTok,#Tech,Live Stream,India,2412395,496981,33360,46462,High
Instagram,#Dance,Video,UK,712815,321009,10779,9754,Low
Twitter,#Education,Tweet,UK,1582056,494486,84288,37093,Medium
Instagram,#Education,Tweet,Japan,322957,396843,98493,11487,Low
YouTube,#Fitness,Shorts,India,4995243,198754,50261,36892,Medium
TikTok,#Fashion,Shorts,Japan,3678890,73518,35146,5294,Medium
Instagram,#Fitness,Shorts,Canada,2249841,97823,18276,5221,High
Instagram,#Dance,Shorts,Australia,1684281,409446,92094,7598,High
TikTok,#Music,Reel,UK,1873057,21326,82659,29430,High
YouTube,#Gaming,Post,Australia,4400045,264695,92687,40287,Low
Twitter,#Tech,Video,Germany,4295904,96005,37813,34742,High
TikTok,#Education,Live Stream,India,1325071,32968,51401,6451,High
YouTube,#Challenge,Tweet,Brazil,655188,203395,52047,33016,High
Twitter,#Education,Reel,India,3918763,377071,94228,18967,Low
Instagram,#Challenge,Post,Germany,990310,94516,53191,6975,Medium
Twitter,#Challenge,Live Stream,India,239932,144696,32439,22126,Low
TikTok,#Viral,Reel,India,1093638,160508,65534,14746,High
Instagram,#Viral,Shorts,India,4459322,130429,41640,43576,High
Instagram,#Comedy,Post,Brazil,4856239,463589,77615,15106,Medium
Twitter,#Dance,Post,Brazil,180256,229751,7248,44829,Low
TikTok,#Fitness,Tweet,Brazil,3716784,8333,58793,1796,Low
Twitter,#Tech,Post,UK,2121741,241186,76623,19400,Medium
Twitter,#Comedy,Post,India,1491502,426504,12495,12223,Low
TikTok,#Music,Post,USA,863776,360210,45845,199,Medium
Instagram,#Comedy,Post,Germany,671118,362241,15395,711,High
Twitter,#Fashion,Reel,India,1732622,439661,38668,776,High
YouTube,#Fitness,Post,Australia,3944670,372509,62062,992,Low
Twitter,#Fitness,Tweet,India,4833726,226063,96093,28087,Medium
YouTube,#Music,Post,India,1026032,380810,37630,25608,Medium
YouTube,#Dance,Shorts,Brazil,4106517,307295,68183,5092,High
YouTube,#Tech,Post,Canada,2479066,402001,44542,16506,High
Twitter,#Challenge,Post,USA,4289404,303500,69530,26484,High
Instagram,#Comedy,Tweet,Germany,4751448,53228,671,10009,High
YouTube,#Gaming,Tweet,USA,3416751,64162,48379,32333,High
Instagram,#Challenge,Live Stream,Australia,4727831,399257,28383,10368,Low
Twitter,#Fitness,Post,Brazil,3130764,471908,48103,21747,Medium
Instagram,#Challenge,Post,Germany,735519,381334,90166,35476,Medium
TikTok,#Dance,Post,Brazil,515113,69782,39001,16271,Low
TikTok,#Music,Shorts,Germany,4632593,82688,35928,8999,Medium
YouTube,#Education,Shorts,USA,1763821,229796,94518,13069,Medium
YouTube,#Tech,Tweet,USA,2579953,129665,13366,22743,Low
Instagram,#Comedy,Video,Canada,3239663,288436,94297,5399,High
TikTok,#Education,Live Stream,Brazil,2768113,444617,75286,49358,Low
Twitter,#Gaming,Shorts,USA,829927,186967,80175,49580,High
Instagram,#Gaming,Reel,USA,4631785,399114,43028,19189,High
Instagram,#Education,Tweet,Canada,3923269,38803,3269,25920,High
Instagram,#Comedy,Tweet,Germany,1684045,237632,16203,33795,Low
TikTok,#Fitness,Post,Brazil,4473700,15777,85487,15204,High
YouTube,#Fitness,Live Stream,UK,3822229,385332,48139,6985,Low
Twitter,#Fitness,Tweet,Australia,4253475,394052,7337,4553,High
YouTube,#Fashion,Tweet,Japan,2829354,130736,42112,46374,Medium
Twitter,#Music,Tweet,Japan,4577129,120208,84673,8875,High
YouTube,#Comedy,Video,UK,1194963,103244,46147,35429,High
Instagram,#Gaming,Post,Canada,18259,325660,50504,27761,Low
Twitter,#Education,Post,Brazil,4558750,161524,66774,20755,High
YouTube,#Tech,Live Stream,USA,2624457,270811,8063,43610,Medium
YouTube,#Gaming,Video,UK,3810909,73215,60036,6135,High
Instagram,#Tech,Shorts,Brazil,2804201,214403,58405,45421,High
TikTok,#Dance,Tweet,Japan,296962,420882,50231,20919,Low
TikTok,#Challenge,Reel,Canada,3678271,388515,29923,39653,Medium
Instagram,#Gaming,Shorts,India,3433826,11737,47228,22379,Medium
Instagram,#Challenge,Live Stream,USA,807398,175697,86610,31176,Low
TikTok,#Viral,Tweet,UK,344152,155459,92731,12480,Low
Twitter,#Fitness,Post,Brazil,1595568,145000,70495,40154,Low
YouTube,#Fitness,Reel,India,2632783,220230,80297,29046,Medium
TikTok,#Dance,Post,Germany,2252242,248785,7800,26183,Low
Twitter,#Gaming,Post,India,2532021,335223,14017,24606,Low
YouTube,#Challenge,Video,UK,4138006,417828,36755,20440,High
Instagram,#Tech,Shorts,India,4854421,486650,86108,46638,Medium
Twitter,#Viral,Video,Brazil,4066022,295418,61929,8393,Low
YouTube,#Music,Live Stream,Brazil,2007848,280952,42850,13703,High
TikTok,#Fitness,Live Stream,Brazil,4321729,395257,25222,9123,High
YouTube,#Dance,Live Stream,USA,111610,3213,71922,12065,Low
Instagram,#Gaming,Video,Germany,2048086,191738,99853,42598,Low
Twitter,#Fitness,Post,Japan,103478,456488,26980,47979,Low
Twitter,#Music,Post,USA,4894673,140903,8150,24491,Medium
Instagram,#Gaming,Reel,USA,991012,355863,94626,26180,High
YouTube,#Challenge,Video,Canada,20509,237516,66323,41897,Medium
YouTube,#Tech,Post,Australia,1469953,306082,51502,1668,High
Instagram,#Fitness,Reel,USA,1913736,54523,2152,11464,High
Instagram,#Comedy,Live Stream,Japan,4323,301571,81786,30318,Low
YouTube,#Fitness,Reel,Canada,2911881,44708,57294,21899,Low
YouTube,#Comedy,Reel,Canada,2206955,316622,64570,9555,Medium
YouTube,#Challenge,Live Stream,Australia,4574924,197709,97880,18735,Medium
YouTube,#Gaming,Shorts,USA,4910553,499704,34160,9319,Low
YouTube,#Tech,Reel,UK,3101726,490,80829,593,High
Instagram,#Comedy,Shorts,USA,1664101,117775,50763,42936,High
TikTok,#Education,Tweet,Brazil,2417241,419969,78050,42955,Low
TikTok,#Viral,Post,Japan,2758290,30695,65435,16736,Low
Twitter,#Gaming,Post,Brazil,271748,215421,41229,16581,Low
YouTube,#Viral,Shorts,India,1151377,488602,78927,10780,High
Twitter,#Tech,Video,Germany,1188499,97329,81880,35799,Low
YouTube,#Fitness,Live Stream,Japan,1797416,432818,87238,33875,Low
YouTube,#Gaming,Video,India,4334449,298421,27429,47285,Medium
YouTube,#Viral,Reel,Brazil,4938299,139325,25425,21859,Medium
YouTube,#Fashion,Tweet,Germany,4629556,8738,79929,19204,Low
Twitter,#Viral,Post,Japan,4774320,416290,52552,21456,High
TikTok,#Gaming,Video,Japan,2497597,321619,36084,47880,Low
YouTube,#Comedy,Shorts,Brazil,1882126,475800,43114,27910,Low
YouTube,#Comedy,Reel,Brazil,1194460,216370,38625,17650,Medium
Twitter,#Comedy,Tweet,UK,1622856,192496,43325,17806,Low
Twitter,#Gaming,Tweet,India,1301521,96995,8034,37607,Medium
YouTube,#Dance,Reel,Australia,4530295,353065,91917,19537,High
Instagram,#Tech,Reel,UK,3642505,472553,83616,25351,Low
YouTube,#Dance,Shorts,UK,110017,447835,93230,15675,High
YouTube,#Education,Reel,USA,558319,94611,39828,27525,Low
Instagram,#Challenge,Reel,Australia,797275,354616,31544,29280,High
Instagram,#Tech,Reel,Canada,1146819,153532,13633,27160,Medium
TikTok,#Gaming,Reel,Canada,3317315,70605,61789,43169,Low
TikTok,#Dance,Live Stream,Australia,243941,453454,4373,23761,Medium
YouTube,#Tech,Post,Canada,2514764,100963,79384,29464,Medium
Instagram,#Fitness,Reel,India,4956932,128560,68871,43838,Medium
Twitter,#Tech,Tweet,India,2131247,184490,46526,35734,High
Instagram,#Viral,Video,UK,1131722,340105,73373,11857,Medium
YouTube,#Tech,Reel,USA,2833025,156803,67252,2601,Low
TikTok,#Fashion,Video,Australia,3587576,363800,86707,9705,High
Twitter,#Gaming,Post,USA,1942883,174956,57853,15443,Low
Twitter,#Dance,Post,India,295323,249791,34311,31083,High
Twitter,#Fitness,Post,India,57621,424733,91384,26655,Low
Twitter,#Challenge,Video,UK,720247,6093,2414,30680,Medium
YouTube,#Dance,Video,Japan,841094,337567,10161,19041,High
Instagram,#Comedy,Tweet,UK,2851192,57367,19782,37567,Low
YouTube,#Challenge,Reel,Germany,416547,247208,58688,23164,Low
YouTube,#Education,Post,Japan,238276,86411,87917,20519,Low
Twitter,#Fitness,Reel,USA,3675226,477204,2549,30839,High
TikTok,#Challenge,Tweet,India,543860,495293,51511,22273,High
YouTube,#Education,Live Stream,Japan,4025654,427509,7469,31997,Low
Instagram,#Viral,Live Stream,Japan,3830274,264013,37812,25236,Low
Instagram,#Fitness,Post,Japan,4277170,471076,43675,21460,Medium
Instagram,#Music,Reel,Australia,1586403,28598,85817,46074,Medium
TikTok,#Dance,Shorts,Australia,914452,339941,5979,34553,High
Twitter,#Challenge,Reel,Japan,1124083,331967,1699,22789,Low
YouTube,#Challenge,Shorts,USA,2656928,243831,52757,9603,Low
TikTok,#Comedy,Reel,India,4174343,92667,67770,33150,High
Instagram,#Music,Post,UK,2150898,109954,6366,25896,Low
YouTube,#Dance,Post,Japan,4242231,207880,83865,28311,Medium
TikTok,#Comedy,Tweet,Japan,1418648,351250,22389,24313,Medium
TikTok,#Dance,Shorts,Germany,3545754,223054,61984,32043,Medium
Twitter,#Tech,Live Stream,Germany,2651800,219881,16104,23971,High
Instagram,#Music,Shorts,Germany,3985221,262934,82583,19181,Medium
TikTok,#Education,Tweet,UK,4070028,212737,50214,25262,Low
YouTube,#Fitness,Reel,Japan,2703326,239560,14191,44747,Low
YouTube,#Tech,Live Stream,Canada,2695917,354316,26738,3079,High
TikTok,#Fashion,Shorts,Germany,3185499,55001,79409,32643,High
Instagram,#Fitness,Tweet,Australia,2316764,98083,89325,34220,Low
Instagram,#Fitness,Video,Australia,2463746,310242,10086,38862,High
YouTube,#Fitness,Tweet,Brazil,979236,445534,44401,41269,High
Instagram,#Fitness,Reel,Australia,3418348,292153,51497,30601,Low
Instagram,#Fitness,Post,Brazil,1057426,357002,30426,49349,Low
Instagram,#Dance,Live Stream,Canada,685984,84562,38364,24145,High
TikTok,#Fashion,Reel,Australia,4914854,366072,63088,10841,Low
Instagram,#Education,Live Stream,Brazil,2341476,187857,88914,17369,High
Instagram,#Education,Shorts,USA,4473721,373738,40435,43313,Medium
Twitter,#Challenge,Reel,Germany,365562,250857,19167,2672,High
Instagram,#Viral,Post,Germany,155818,50777,5658,26194,Medium
YouTube,#Dance,Tweet,Brazil,659447,306375,16542,10073,Medium
Instagram,#Fitness,Shorts,India,1876999,457119,16393,27762,Medium
Instagram,#Education,Shorts,UK,55629,280770,79724,33789,Medium
TikTok,#Fitness,Video,Japan,1247095,384412,9221,18983,Low
TikTok,#Fashion,Reel,India,1775119,140839,55814,25850,Medium
Twitter,#Fitness,Tweet,USA,857952,53166,31496,36051,High
Twitter,#Tech,Video,Canada,2209389,482782,60115,41459,Low
Twitter,#Fashion,Tweet,Brazil,4955538,432781,10972,2387,Low
Twitter,#Music,Post,UK,1259132,34868,47819,39976,Medium
Instagram,#Tech,Video,Brazil,4003118,146736,23416,41111,Medium
Twitter,#Gaming,Shorts,India,1904319,477329,16741,13594,Low
Twitter,#Education,Tweet,Canada,4582495,64321,94120,12939,Low
TikTok,#Fitness,Shorts,Brazil,1707223,69921,5348,27889,Low
TikTok,#Tech,Shorts,USA,1451710,486379,30071,10948,High
Twitter,#Dance,Reel,USA,2110402,189604,40737,13834,High
Twitter,#Dance,Post,Canada,4745366,432269,60416,6857,High
TikTok,#Tech,Shorts,USA,2049721,268966,85659,5658,High
YouTube,#Dance,Live Stream,India,4646660,449894,57521,37427,High
Twitter,#Gaming,Shorts,India,2479459,142403,78204,9039,High
TikTok,#Challenge,Video,Australia,1888760,461087,43011,22628,High
YouTube,#Gaming,Video,Japan,261709,433301,20171,13866,High
Twitter,#Challenge,Tweet,India,2812314,74309,1044,11855,High
YouTube,#Dance,Shorts,Germany,3497312,27448,94037,20054,Low
Twitter,#Tech,Tweet,Canada,731918,405408,33684,24680,High
Twitter,#Viral,Live Stream,USA,2000395,191198,63578,6326,Medium
TikTok,#Challenge,Post,Canada,2940659,29714,29002,45381,Medium
TikTok,#Viral,Video,Germany,2734409,357486,35102,40977,Low
Twitter,#Tech,Live Stream,Germany,4562050,48226,85609,32371,Low
TikTok,#Music,Video,India,4855797,70587,33841,28587,High
Twitter,#Fitness,Reel,Canada,3399334,231513,21754,40671,Low
Instagram,#Fashion,Post,Australia,2149093,4283,97823,25162,Medium
YouTube,#Fashion,Shorts,UK,4020003,292915,66714,16223,High
Twitter,#Challenge,Shorts,Japan,752268,50734,89891,9399,High
YouTube,#Challenge,Tweet,USA,1085319,225410,83973,9673,Low
YouTube,#Fitness,Shorts,Australia,4841810,373052,32565,46187,Medium
TikTok,#Fashion,Tweet,Canada,2503297,250047,1748,27674,Medium
TikTok,#Viral,Video,USA,3680526,81081,6559,17831,Medium
TikTok,#Music,Video,Canada,3917058,443581,74974,25488,Medium
TikTok,#Viral,Post,Brazil,4464275,97838,62114,22434,Medium
YouTube,#Music,Reel,UK,4782032,391629,93730,20836,High
Instagram,#Fitness,Tweet,USA,4141357,340428,36529,4526,High
Twitter,#Fitness,Post,Germany,2781286,186013,98891,19768,High
Instagram,#Fitness,Video,Japan,1577124,190567,91953,34496,Low
TikTok,#Education,Live Stream,USA,4836204,290221,34793,15068,Medium
TikTok,#Fashion,Post,USA,2757275,266710,2008,36425,Medium
TikTok,#Viral,Reel,Canada,461093,115868,97631,836,High
YouTube,#Comedy,Live Stream,Canada,416498,230768,35649,8638,Low
TikTok,#Music,Live Stream,India,1596995,92047,65455,20030,High
YouTube,#Gaming,Tweet,UK,3246135,189814,23788,20762,Medium
YouTube,#Comedy,Live Stream,USA,3397373,17460,39861,45560,Low
YouTube,#Viral,Shorts,Japan,3774978,160349,37878,9591,High
TikTok,#Education,Tweet,Germany,3520604,419822,8728,16207,Low
TikTok,#Education,Shorts,Canada,295569,56857,20351,49993,Medium
Twitter,#Tech,Tweet,Japan,2291471,412417,47074,31750,Low
Instagram,#Challenge,Video,India,1087661,285688,15615,4887,Medium
TikTok,#Music,Tweet,UK,3789362,458702,42111,33414,Low
Instagram,#Challenge,Live Stream,Germany,3925001,142073,88617,35526,Low
Twitter,#Viral,Live Stream,Japan,3287268,123865,8497,48466,Medium
Instagram,#Fashion,Tweet,USA,4330176,205339,6335,41452,Low
TikTok,#Music,Shorts,UK,1558806,207879,41122,49288,High
Instagram,#Education,Reel,Brazil,4975345,155558,52987,25353,Medium
Instagram,#Fitness,Post,Brazil,3675490,253771,62578,7498,Low
TikTok,#Viral,Reel,Japan,2003412,429878,23965,46480,Medium
Twitter,#Fashion,Post,Brazil,3802564,304493,39002,2143,Medium
TikTok,#Gaming,Post,Germany,3407613,330611,3262,15630,Low
YouTube,#Challenge,Tweet,Canada,240061,499517,73285,47847,High
Instagram,#Education,Tweet,Japan,1582423,386088,53051,35424,Low
Twitter,#Fashion,Video,USA,526876,184751,83234,31673,High
Twitter,#Gaming,Video,India,4817464,309479,60716,22878,Low
YouTube,#Comedy,Post,India,676397,5615,87186,1127,Low
TikTok,#Music,Video,India,2417845,324783,8835,5058,Low
TikTok,#Dance,Live Stream,Australia,2279763,12478,72990,25143,Medium
Twitter,#Fitness,Live Stream,India,3343066,210608,21075,3469,High
TikTok,#Viral,Live Stream,USA,1190006,239797,12358,35109,Low
Instagram,#Music,Reel,USA,3237142,326165,92290,9091,High
TikTok,#Challenge,Post,India,4830941,381524,86156,26172,Low
Instagram,#Comedy,Tweet,Germany,1586264,161483,51284,11309,Low
TikTok,#Challenge,Post,UK,2948962,477735,81979,8202,Medium
Twitter,#Tech,Post,Germany,2684984,50716,76232,49764,High
YouTube,#Viral,Post,Germany,1482566,354126,63810,39991,High
Twitter,#Challenge,Reel,Australia,4157917,384684,52501,27924,Medium
TikTok,#Fashion,Tweet,UK,592935,98617,56477,11679,Medium
TikTok,#Challenge,Post,India,933613,305356,62697,4288,Low
YouTube,#Fitness,Video,USA,1777184,64483,44743,32481,Low
Twitter,#Fashion,Shorts,Japan,2469353,451890,14407,35509,High
YouTube,#Education,Shorts,USA,218047,233078,19910,28027,High
TikTok,#Challenge,Live Stream,India,4348314,230560,3067,48962,Low
TikTok,#Dance,Shorts,Japan,2868762,109444,83287,38867,Medium
